"Squad","Player","Starts_Playing","Min_Playing","Gls","Ast","G+A","G_minus_PK","PK","PKatt","xG_Expected","npxG_Expected","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per","Ast_Per","G+A_Per","G_minus_PK_Per","G+A_minus_PK_Per","xG_Per","xAG_Per","xG+xAG_Per","npxG_Per","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","Cmp_Total","Att_Total","Cmp_percent_Total","xAG","xA_Expected","A_minus_xAG_Expected","KP","Final_Third","PPA","CrsPA","PrgP","Tkl_Tackles","TklW_Tackles","Blocks_Blocks","Int","Tkl+Int","Clr","Err","Fls","Fld","Off","Crs","Won_Aerial","Lost_Aerial","Won_percent_Aerial","GA","GA90","SoTA","Saves","Save_percent","CS","CS_percent","PKatt_Penalty","PKA_Penalty","PKsv_Penalty","PKm_Penalty","Save_percent_Penalty"
"Burnley","Hannibal Mejbri",3,257,0,0,0,0,0,0,0.2,0.2,0.4,0.5,6,5,8,0,0,0,0,0,0.06,0.13,0.18,0.06,0,3,0,0,1.05,0,0,NA,20.8,46,59,78,0.4,0.2,-0.4,2,2,2,1,5,9,5,4,2,11,2,0,6,10,1,4,0,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnley","Oliver Sonne",1,104,0,0,0,0,0,0,0,0,0,0.1,0,4,3,0,0,0,0,0,0.03,0.03,0.06,0.03,0,1,0,0,0.87,0,0,NA,19.9,19,29,65.5,0,0.1,0,1,1,2,1,4,1,1,0,1,2,2,0,1,0,0,3,2,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnley","Loum Tchaouna",4,345,1,0,1,1,0,0,0.3,0.3,0.1,0.5,4,7,12,0.26,0,0.26,0.26,0.26,0.09,0.03,0.12,0.09,1,6,2,33.3,1.57,0.52,0.17,0.5,19.9,53,77,68.8,0.1,0.2,-0.1,1,3,6,2,7,5,3,3,1,6,7,0,3,5,1,4,8,6,57.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnley","Axel Tuanzebe",2,180,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,63,76,82.9,0,0,0,0,2,0,0,2,3,0,1,1,4,12,0,1,0,0,0,3,10,23.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnley","Lesley Ugochukwu",4,370,2,0,2,2,0,0,0.7,0.7,0,0.7,2,9,6,0.49,0,0.49,0.49,0.49,0.17,0.01,0.17,0.17,2,5,2,40,1.22,0.49,0.4,1,14.2,84,104,80.8,0,0,0,1,6,1,0,9,12,4,6,5,17,5,0,8,6,0,3,5,5,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnley","Kyle Walker",8,720,0,1,1,0,0,0,0.1,0.1,0.4,0.5,10,21,12,0,0.12,0.12,0,0.12,0.02,0.05,0.06,0.02,0,3,0,0,0.37,0,0,NA,22.4,243,358,67.9,0.4,0.4,0.6,1,16,2,1,21,12,6,15,11,23,33,0,9,5,0,5,15,11,57.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnley","Joe Worrall",0,22,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,2,5,40,0,0,0,0,0,0,0,1,1,1,0,1,2,4,0,0,1,0,0,2,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chelsea","Joshua Acheampong",4,349,1,0,1,1,0,0,0.6,0.6,0,0.6,4,11,0,0.26,0,0.26,0.26,0.26,0.16,0,0.16,0.16,1,3,2,66.7,0.77,0.52,0.33,0.5,8.1,273,296,92.2,0,0,0,0,8,0,0,11,2,2,6,7,9,13,4,1,5,0,0,9,3,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chelsea","Tosin Adarabioyo",3,379,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0,0.01,0,0.01,0.01,0,1,0,0,0.24,0,0,NA,6.3,324,361,89.8,0,0.1,0,0,17,1,0,15,6,3,3,5,11,26,0,3,0,1,0,19,11,63.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chelsea","Benoît Badiashile",1,66,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,53,57,93,0,0,0,0,6,1,0,4,1,0,1,2,3,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chelsea","Facundo Buonanotte",1,45,0,0,0,0,0,0,0,0,0.3,0.3,0,0,5,0,0,0,0,0,0,0.51,0.51,0,0,0,0,NA,0,0,NA,NA,NA,20,22,90.9,0.3,0.1,-0.3,2,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chelsea","Moisés Caicedo",8,765,3,0,3,3,0,0,0.6,0.6,0.1,0.7,6,49,6,0.35,0,0.35,0.35,0.35,0.07,0.02,0.08,0.07,3,10,4,40,1.18,0.47,0.3,0.75,22.3,492,540,91.1,0.1,0.4,-0.1,3,46,3,0,49,29,15,12,20,49,11,0,9,14,0,1,3,6,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chelsea","Trevoh Chalobah",8,660,2,0,2,2,0,0,0.7,0.7,0.1,0.8,9,29,0,0.27,0,0.27,0.27,0.27,0.1,0.01,0.11,0.1,2,9,3,33.3,1.23,0.41,0.22,0.67,15.7,540,593,91.1,0.1,0.6,-0.1,2,40,4,1,29,11,8,4,7,18,47,0,7,8,1,4,21,11,65.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chelsea","Marc Cucurella",8,716,0,2,2,0,0,0,0.4,0.4,1.5,1.9,15,33,31,0,0.25,0.25,0,0.25,0.04,0.19,0.23,0.04,0,6,1,16.7,0.75,0.13,0,0,14.5,394,449,87.8,1.5,1.3,0.5,14,35,6,1,33,20,14,15,8,28,25,0,13,11,1,7,8,10,44.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chelsea","Liam Delap",2,92,0,0,0,0,0,0,0.2,0.2,0,0.2,2,3,4,0,0,0,0,0,0.22,0,0.22,0.22,0,3,2,66.7,2.93,1.96,0,0,13.9,9,15,60,0,0,0,0,1,1,0,3,0,0,0,0,0,1,1,1,1,1,1,2,4,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chelsea","Enzo Fernández",8,708,3,1,4,2,1,1,3.9,3.1,1.1,4.2,10,56,35,0.38,0.13,0.51,0.25,0.38,0.49,0.15,0.64,0.39,3,14,7,50,1.78,0.89,0.14,0.29,16.4,392,480,81.7,1.1,0.9,-0.1,11,48,14,1,56,14,6,6,4,18,4,0,7,10,1,18,4,4,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chelsea","Wesley Fofana",2,130,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,96,105,91.4,0,0,0,0,10,0,0,4,3,2,1,3,6,6,0,1,3,1,0,3,3,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chelsea","Alejandro Garnacho",3,188,1,0,1,1,0,0,0.3,0.3,0.1,0.4,19,2,30,0.48,0,0.48,0.48,0.48,0.13,0.04,0.17,0.13,1,5,2,40,2.39,0.96,0.2,0.5,15,47,63,74.6,0.1,0.1,-0.1,1,1,0,0,2,2,2,2,1,3,1,0,2,5,0,8,1,1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chelsea","Tyrique George",0,145,0,0,0,0,0,0,0.3,0.3,0,0.3,1,4,10,0,0,0,0,0,0.2,0,0.2,0.2,0,3,2,66.7,1.86,1.24,0,0,10.1,21,24,87.5,0,0.1,0,0,3,2,1,4,2,2,0,0,2,1,0,6,1,2,1,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chelsea","Jamie Gittens",2,221,0,0,0,0,0,0,0.1,0.1,0.2,0.3,12,4,17,0,0,0,0,0,0.05,0.07,0.13,0.05,0,5,2,40,2.04,0.81,0,0,23.4,51,60,85,0.2,0.2,-0.2,5,0,2,0,4,3,1,3,2,5,3,0,6,1,2,4,1,2,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chelsea","Marc Guiu",1,136,0,0,0,0,0,0,0.6,0.6,0,0.6,1,1,6,0,0,0,0,0,0.39,0,0.39,0.39,0,6,1,16.7,3.97,0.66,0,0,12.1,5,8,62.5,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,6,1,0,0,1,3,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chelsea","Malo Gusto",4,401,0,1,1,0,0,0,0.1,0.1,0.2,0.3,9,23,25,0,0.22,0.22,0,0.22,0.02,0.05,0.07,0.02,0,3,0,0,0.67,0,0,NA,28,223,263,84.8,0.2,0.3,0.8,4,21,3,0,23,8,4,3,4,12,6,1,6,4,0,8,3,2,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chelsea","Jorrel Hato",2,168,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,97,110,88.2,0,0,0,0,5,0,0,4,2,1,4,2,4,2,0,2,0,0,0,1,2,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chelsea","Reece James",6,605,1,2,3,1,0,0,0.3,0.3,1.3,1.7,9,45,20,0.15,0.3,0.45,0.15,0.45,0.05,0.2,0.25,0.05,1,7,4,57.1,1.04,0.6,0.14,0.25,24.8,457,532,85.9,1.3,1,0.7,12,44,6,1,45,14,10,4,12,26,13,2,10,8,0,34,13,8,61.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chelsea","João Pedro",9,758,2,3,5,2,0,0,1.6,1.6,1.8,3.3,20,27,52,0.24,0.36,0.59,0.24,0.59,0.19,0.21,0.4,0.19,2,11,3,27.3,1.31,0.36,0.18,0.67,16.2,179,222,80.6,1.8,0.5,1.2,10,15,7,0,27,5,4,6,3,8,7,0,7,18,5,8,17,17,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chelsea","Filip Jørgensen",0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,27,35,77.1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,100,2,2.14,3,1,33.3,0,NA,0,0,0,0,NA
"Chelsea","Roméo Lavia",1,93,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,59,62,95.2,0,0,0,0,6,0,0,8,2,2,0,3,5,2,1,2,2,0,0,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chelsea","Pedro Neto",9,669,2,2,4,2,0,0,0.8,0.8,1.6,2.4,35,24,69,0.27,0.27,0.54,0.27,0.54,0.11,0.22,0.32,0.11,2,11,3,27.3,1.48,0.4,0.18,0.67,17.9,204,280,72.9,1.6,1.7,0.4,14,8,14,4,24,4,3,2,4,8,2,0,1,8,3,52,2,4,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chelsea","Cole Palmer",2,145,1,0,1,1,0,0,0.8,0.8,0,0.8,9,11,14,0.62,0,0.62,0.62,0.62,0.5,0.01,0.51,0.5,1,9,2,22.2,5.59,1.24,0.11,0.5,20.2,40,53,75.5,0,0.1,0,1,3,2,0,11,2,2,0,0,2,1,0,1,1,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chelsea","Robert Sánchez",9,724,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,NA,0,0,NA,NA,NA,231,344,67.2,0.1,0,-0.1,2,7,0,0,0,0,0,0,1,1,3,0,1,3,0,0,2,1,66.7,9,1.12,25,16,64,3,33.3,0,0,0,0,NA
"Chelsea","Andrey Santos",2,225,0,0,0,0,0,0,0.7,0.7,0.1,0.8,4,13,10,0,0,0,0,0,0.28,0.03,0.31,0.28,0,5,1,20,2,0.4,0,0,15,95,117,81.2,0.1,0,-0.1,3,14,1,0,13,8,4,3,2,10,1,0,4,4,0,1,2,2,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chelsea","Estêvão Willian",4,310,1,1,2,1,0,0,1.7,1.7,1.3,3,12,4,32,0.29,0.29,0.58,0.29,0.58,0.51,0.37,0.87,0.51,1,11,4,36.4,3.19,1.16,0.09,0.25,13.4,96,119,80.7,1.3,1.3,-0.3,5,3,3,2,4,8,4,3,2,10,3,0,7,1,2,9,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crystal Palace","Nathaniel Clyne",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,3,3,100,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crystal Palace","Justin Devenny",1,149,0,0,0,0,0,0,0.4,0.4,0.1,0.5,5,5,9,0,0,0,0,0,0.26,0.07,0.33,0.26,0,5,2,40,3.02,1.21,0,0,14.7,38,54,70.4,0.1,0.2,-0.1,2,5,1,0,5,7,6,2,0,7,1,0,6,2,1,1,1,4,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crystal Palace","Odsonne Édouard",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crystal Palace","Romain Esse",0,25,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,5,7,71.4,0,0,0,0,1,1,0,2,2,1,0,0,2,0,0,1,2,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crystal Palace","Eberechi Eze",1,83,0,0,0,0,0,0,0.2,0.2,0,0.2,0,1,2,0,0,0,0,0,0.26,0,0.26,0.26,0,6,2,33.3,6.51,2.17,0,0,32.4,16,25,64,0,0,0,0,2,0,0,1,1,1,1,0,1,1,0,2,1,0,4,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crystal Palace","Marc Guéhi",8,720,1,1,2,1,0,0,0.8,0.8,1.1,1.9,7,39,3,0.12,0.12,0.25,0.12,0.25,0.1,0.13,0.23,0.1,1,6,2,33.3,0.75,0.25,0.17,0.5,8.8,368,428,86,1.1,0.8,-0.1,6,34,2,0,39,16,11,0,9,25,40,1,3,9,0,2,23,13,63.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crystal Palace","Dean Henderson",8,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,193,299,64.5,0,0.1,0,1,9,2,0,0,0,0,0,0,0,4,0,0,2,0,0,3,1,75,9,1,29,20,72.4,3,33.3,1,1,0,0,0
"Crystal Palace","Will Hughes",5,412,0,0,0,0,0,0,0.2,0.2,0.5,0.6,2,25,3,0,0,0,0,0,0.03,0.1,0.14,0.03,0,3,0,0,0.66,0,0,NA,18.4,123,154,79.9,0.5,0.6,-0.5,5,9,6,1,25,5,3,4,3,8,11,0,8,4,0,10,2,3,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crystal Palace","Daichi Kamada",6,525,0,0,0,0,0,0,0.4,0.4,0.9,1.3,8,26,16,0,0,0,0,0,0.07,0.16,0.23,0.07,0,5,2,40,0.86,0.34,0,0,19.4,173,221,78.3,0.9,1,-0.9,6,21,6,1,26,23,12,6,2,25,4,2,10,11,1,19,5,3,62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crystal Palace","Maxence Lacroix",8,720,0,1,1,0,0,0,0.3,0.3,0.6,0.9,0,13,3,0,0.12,0.12,0,0.12,0.04,0.07,0.11,0.04,0,3,1,33.3,0.37,0.12,0,0,7.9,318,368,86.4,0.6,0.2,0.4,2,13,1,0,13,16,10,13,11,27,49,1,7,6,0,2,25,14,64.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crystal Palace","Jefferson Lerma",1,185,0,0,0,0,0,0,0.5,0.5,0,0.6,1,10,2,0,0,0,0,0,0.25,0.02,0.27,0.25,0,6,2,33.3,2.92,0.97,0,0,24.2,66,85,77.6,0,0,0,1,6,0,0,10,3,2,1,1,4,10,1,3,4,0,1,5,2,71.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crystal Palace","Jean-Philippe Mateta",8,690,5,0,5,3,2,2,7.7,6.2,0.1,6.3,4,8,32,0.65,0,0.65,0.39,0.39,1.01,0.02,1.03,0.8,5,26,13,50,3.39,1.7,0.12,0.23,15,66,105,62.9,0.1,0.5,-0.1,1,4,3,1,8,3,2,4,4,7,15,1,7,7,4,3,22,30,42.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crystal Palace","Tyrick Mitchell",8,720,1,0,1,1,0,0,0.4,0.4,0.6,1,17,13,57,0.12,0,0.12,0.12,0.12,0.05,0.08,0.13,0.05,1,5,3,60,0.62,0.37,0.2,0.33,17.7,252,346,72.8,0.6,0.5,-0.6,8,12,8,6,13,29,17,13,9,38,31,1,2,3,1,27,4,11,26.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crystal Palace","Daniel Muñoz",8,720,1,2,3,1,0,0,0.9,0.9,2.4,3.3,11,19,48,0.12,0.25,0.37,0.12,0.37,0.11,0.3,0.41,0.11,1,11,5,45.5,1.37,0.62,0.09,0.2,13,205,280,73.2,2.4,1.7,-0.4,6,8,10,4,19,24,14,10,11,35,35,0,12,7,0,17,21,14,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crystal Palace","Eddie Nketiah",0,80,1,0,1,1,0,0,0.7,0.7,0.7,1.3,1,2,1,1.13,0,1.13,1.13,1.13,0.73,0.77,1.51,0.73,1,4,1,25,4.5,1.13,0.25,1,11.8,12,16,75,0.7,0.4,-0.7,3,2,0,0,2,0,0,2,1,1,2,0,3,2,2,0,3,3,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crystal Palace","Yeremi Pino",5,371,0,0,0,0,0,0,1.1,1.1,1.2,2.4,9,26,32,0,0,0,0,0,0.28,0.29,0.57,0.28,0,9,2,22.2,2.18,0.49,0,0,20.5,101,148,68.2,1.2,0.8,-1.2,6,12,7,1,26,7,4,6,1,8,2,0,9,8,0,10,4,9,30.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crystal Palace","Chris Richards",8,720,0,0,0,0,0,0,0.4,0.4,0.3,0.7,2,12,1,0,0,0,0,0,0.05,0.04,0.08,0.05,0,4,0,0,0.5,0,0,NA,10.9,255,318,80.2,0.3,0.8,-0.3,3,10,2,1,12,20,14,15,10,30,54,1,4,1,0,2,26,16,61.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crystal Palace","Ismaila Sarr",6,521,3,1,4,3,0,0,3.2,3.2,0.5,3.7,12,19,28,0.52,0.17,0.69,0.52,0.69,0.55,0.09,0.65,0.55,3,8,3,37.5,1.38,0.52,0.38,1,7.3,83,114,72.8,0.5,0.3,0.5,6,8,6,0,19,6,2,6,1,7,9,0,5,7,3,3,6,13,31.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crystal Palace","Christantus Uche",0,10,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0.09,0,0.09,0.09,0,1,1,100,9,9,0,0,12.6,5,10,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crystal Palace","Adam Wharton",7,541,0,0,0,0,0,0,0.2,0.2,2.2,2.4,9,31,6,0,0,0,0,0,0.03,0.36,0.39,0.03,0,4,0,0,0.67,0,0,NA,25.3,188,243,77.4,2.2,1.7,-2.2,13,22,5,0,31,8,6,5,6,14,6,0,4,6,0,16,2,5,28.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Everton","Carlos Alcaraz",2,234,0,0,0,0,0,0,0.2,0.2,0,0.3,2,5,12,0,0,0,0,0,0.09,0.01,0.1,0.09,0,4,2,50,1.54,0.77,0,0,20.2,63,79,79.7,0,0.1,0,1,3,1,0,5,6,3,4,0,6,0,1,1,3,0,2,3,3,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Everton","Harrison Armstrong",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Everton","Thierno Barry",2,227,0,0,0,0,0,0,0.5,0.5,0,0.5,2,2,14,0,0,0,0,0,0.18,0.01,0.19,0.18,0,4,0,0,1.59,0,0,NA,8.1,29,44,65.9,0,0,0,1,0,0,0,2,0,0,1,1,1,4,0,3,0,1,0,16,21,43.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Everton","Beto",6,498,1,0,1,1,0,0,3.4,3.4,0.2,3.6,1,2,24,0.18,0,0.18,0.18,0.18,0.61,0.04,0.64,0.61,1,12,3,25,2.17,0.54,0.08,0.33,8.6,42,71,59.2,0.2,0.1,-0.2,2,4,0,0,2,5,2,4,0,5,6,0,9,7,3,1,29,32,47.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Everton","Séamus Coleman",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Everton","Kiernan Dewsbury-Hall",7,625,1,1,2,1,0,0,0.4,0.4,1.8,2.2,12,36,24,0.14,0.14,0.29,0.14,0.29,0.06,0.26,0.32,0.06,1,6,1,16.7,0.86,0.14,0.17,1,14.1,194,249,77.9,1.8,1.4,-0.8,13,23,18,2,36,9,3,3,3,12,5,0,11,13,0,31,7,7,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Everton","Tyler Dibling",1,65,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,15,18,83.3,0,0,0,0,1,0,0,0,2,1,1,0,2,0,0,4,4,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Everton","Idrissa Gana Gueye",8,684,1,0,1,1,0,0,0.7,0.7,0.1,0.9,3,38,11,0.13,0,0.13,0.13,0.13,0.1,0.02,0.11,0.1,1,10,2,20,1.32,0.26,0.1,0.5,23.6,307,355,86.5,0.1,0.4,-0.1,2,23,6,2,38,15,9,11,7,22,4,1,4,7,0,7,4,4,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Everton","James Garner",8,720,1,1,2,1,0,0,0.6,0.6,0.8,1.4,7,38,13,0.12,0.12,0.25,0.12,0.25,0.08,0.1,0.18,0.08,1,13,4,30.8,1.62,0.5,0.08,0.25,22.1,344,418,82.3,0.8,0.7,0.2,8,31,10,4,38,20,14,14,14,34,28,1,6,6,0,26,5,5,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Everton","Jack Grealish",6,556,1,4,5,1,0,0,0.9,0.9,2.4,3.3,49,29,63,0.16,0.65,0.81,0.16,0.81,0.15,0.39,0.54,0.15,1,10,5,50,1.62,0.81,0.1,0.2,14.8,200,244,82,2.4,1.9,1.6,17,16,8,2,29,11,9,7,4,15,5,0,4,26,0,14,2,8,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Everton","Tim Iroegbunam",3,267,0,0,0,0,0,0,0.2,0.2,0,0.2,1,8,6,0,0,0,0,0,0.05,0,0.05,0.05,0,3,0,0,1.01,0,0,NA,24.6,59,79,74.7,0,0,0,0,5,1,0,8,7,5,8,6,13,2,0,6,5,0,0,5,1,83.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Everton","Michael Keane",8,694,1,0,1,1,0,0,0.8,0.8,0.1,0.9,1,18,1,0.13,0,0.13,0.13,0.13,0.1,0.01,0.12,0.1,1,8,2,25,1.04,0.26,0.13,0.5,12.4,246,291,84.5,0.1,0.1,-0.1,1,13,1,0,18,7,4,11,8,15,58,0,5,1,0,1,21,16,56.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Everton","Dwight McNeil",0,25,0,0,0,0,0,0,0.2,0.2,0.1,0.4,0,0,2,0,0,0,0,0,0.88,0.51,1.39,0.88,0,2,0,0,7.2,0,0,NA,16.5,7,8,87.5,0.1,0,-0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Everton","Vitaliy Mykolenko",5,445,0,0,0,0,0,0,0,0,0.2,0.2,9,26,20,0,0,0,0,0,0,0.04,0.05,0,0,1,0,0,0.2,0,0,NA,31.8,173,237,73,0.2,0.4,-0.2,2,17,6,0,26,4,3,10,7,11,23,1,7,5,0,15,8,7,53.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Everton","Iliman Ndiaye",8,671,3,1,4,2,1,1,2.2,1.4,2,3.4,19,12,35,0.4,0.13,0.54,0.27,0.4,0.29,0.27,0.57,0.19,3,6,5,83.3,0.8,0.67,0.33,0.4,17.2,158,206,76.7,2,1.6,-1,13,6,7,3,12,20,14,6,4,24,4,1,11,11,2,11,4,7,36.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Everton","Jake O'Brien",8,720,0,0,0,0,0,0,0.4,0.4,0.1,0.5,8,20,20,0,0,0,0,0,0.05,0.01,0.07,0.05,0,5,1,20,0.62,0.12,0,0,9.9,227,341,66.6,0.1,0.2,-0.1,3,18,3,3,20,12,8,5,4,16,30,2,5,3,1,19,28,19,59.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
